food,ore,wood,poop,run_id
340,46,84,20,1
280,46,144,40,1
220,45,201,60,1
160,42,225,53,1
100,38,244,46,1
40,30,246,36,1
0,6,253,36,1
0,14,265,32,1
0,20,274,28,1
0,6,242,37,1
0,10,248,35,1
0,14,254,35,1
0,18,257,34,1
0,20,260,32,1
0,22,263,32,1
0,24,266,34,1
0,26,266,35,1
340,47,94,20,2
280,43,78,40,2
220,35,78,60,2
160,34,95,80,2
100,10,96,82,2
40,10,103,84,2
6,10,108,84,2
0,6,104,87,2
0,4,103,87,2
0,4,105,87,2
0,4,106,88,2
0,4,107,88,2
0,4,108,87,2
0,4,109,90,2
0,4,109,92,2
0,4,109,93,2
340,50,100,20,3
280,49,97,40,3
220,47,93,6,3
220,47,93,0,3
220,47,93,0,3
220,47,93,0,3
202,41,81,0,3
184,38,75,2,3
171,34,67,5,3
146,26,51,2,3
109,22,35,2,3
78,22,35,0,3
47,22,35,0,3
12,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
18,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
24,10,11,0,3
340,49,97,20,4
280,46,91,0,4
220,42,83,0,4
160,40,79,0,4
100,40,79,0,4
40,32,63,0,4
0,26,51,0,4
12,22,35,0,4
24,22,44,0,4
12,10,26,0,4
24,10,32,0,4
24,10,41,0,4
24,10,50,0,4
24,10,59,0,4
24,10,68,0,4
24,2,58,0,4
24,2,67,0,4
24,2,76,0,4
24,2,85,0,4
24,2,94,0,4
24,2,103,0,4
24,2,112,0,4
24,2,121,0,4
24,2,130,0,4
24,2,139,0,4
24,2,148,0,4
24,2,157,0,4
24,2,166,0,4
24,2,175,0,4
24,2,184,0,4
24,2,193,0,4
24,2,202,0,4
36,2,211,0,4
36,2,223,0,4
36,2,235,0,4
36,2,247,0,4
36,2,259,0,4
36,2,271,0,4
36,2,283,0,4
36,2,295,0,4
36,2,307,0,4
36,2,319,0,4
36,2,331,0,4
48,2,343,0,4
60,2,358,0,4
72,2,376,0,4
96,2,400,0,4
120,2,430,0,4
132,2,463,0,4
192,2,511,0,4
228,2,571,0,4
290,2,655,0,4
295,2,739,0,4
354,2,823,0,4
300,2,898,0,4
300,2,973,0,4
300,2,1048,0,4
300,2,1123,0,4
300,2,1198,0,4
300,2,1273,0,4
300,2,1348,0,4
300,2,1423,0,4
300,2,1498,0,4
300,2,1573,0,4
300,2,1648,0,4
300,2,1723,0,4
0,2,1828,0,4
0,2,1912,0,4
0,2,1978,0,4
0,2,2026,0,4
0,2,2062,0,4
0,2,2089,0,4
0,2,2110,0,4
0,2,2125,0,4
0,2,2137,0,4
0,2,2146,0,4
0,2,2152,0,4
0,2,2158,0,4
0,2,2164,0,4
0,2,2167,0,4
0,2,2170,0,4
0,2,2173,0,4
0,2,2176,0,4
0,2,2176,0,4
340,50,100,20,5
280,49,97,40,5
220,46,91,3,5
160,44,87,0,5
108,36,71,0,5
54,20,39,2,5
6,16,23,4,5
6,16,51,3,5
6,16,79,2,5
6,12,95,4,5
5,12,115,0,5
4,4,115,0,5
4,4,131,0,5
4,4,147,0,5
4,4,163,0,5
4,4,179,0,5
4,4,195,0,5
4,4,211,0,5
4,4,227,0,5
4,4,243,0,5
4,4,259,0,5
4,4,275,0,5
4,4,291,0,5
4,4,307,0,5
4,4,323,0,5
4,4,339,0,5
4,4,355,0,5
4,4,371,0,5
4,4,387,0,5
4,4,403,0,5
4,4,419,0,5
4,4,435,0,5
4,4,451,0,5
4,4,467,0,5
4,4,483,0,5
4,4,499,0,5
5,4,499,0,5
7,4,499,0,5
10,4,499,0,5
16,4,499,0,5
24,4,499,0,5
42,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
49,4,499,0,5
