Time,run_id
0.1000728384154291,1
0.1966799409280585,1
0.291259717900147,1
0.3294010845099767,1
0.4214267333632353,1
0.5125407744325241,1
0.5889046620159563,1
0.6079496742897509,1
0.6217763424356552,1
0.632615448019151,1
0.6988229192556568,1
0.7065217466995407,1
0.765130956121025,1
0.7638689578946044,1
0.7563600228377688,1
0.739995503977278,1
-0.2914458311761946,1
0.1000728384154291,2
0.1966799409280585,2
0.291759717900147,2
0.3854010845099767,2
0.4779267333632352,2
0.5699305821398727,2
0.6615864644575141,2
0.7529170288084203,2
0.8313749952552968,2
0.9110980926392728,2
0.9361255279122048,2
0.960926387303894,2
0.9855104944048576,2
1.0098868569670372,2
1.0340637618987016,2
1.0580488628087692,2
1.081849247062033,2
1.1604714913604908,2
1.1785475591508798,2
1.1965265365628652,2
1.21441027320308,2
1.232200547897642,2
1.3048990739820652,2
1.3700347839234523,2
2.5411889253495388,2
2.5586435048220806,2
2.57601224429292,2
2.5932965947626285,2
2.610497955077713,2
2.627617681243842,2
2.644657084563201,2
2.661617433497136,2
2.6784999611167364,2
2.693120364875918,2
2.707683841542726,2
2.7221910327984147,2
2.736642564491754,2
2.751039049432998,2
2.765381087393885,2
2.779669265107637,2
2.7939041562689595,2
2.808086323396688,2
2.8222163159711413,2
2.8362946732280903,2
2.850321922296112,2
2.864298580990558,2
2.9332251537902407,2
3.002102142976051,2
3.070930032835727,2
3.084709296779161,2
3.098440406688874,2
3.1121238217068963,2
3.1257599916620307,2
3.139349359863823,2
3.15289235937727,2
3.166389416748112,2
3.179840951071506,2
3.193247372129386,2
3.2066090831844263,2
3.219926480980044,2
3.230696591393476,2
3.2413947580693416,2
3.2520220017371826,2
3.262579314255541,2
3.273067660474604,2
3.283487978236204,2
3.348841185526376,2
3.4141281646056227,2
3.4243497809706382,2
3.489506881528919,2
3.499600285509055,2
3.509630795413082,2
4.209967251711911,2
4.915544804030484,2
4.982938352817124,2
4.995295361460572,2
5.700751260699159,2
5.713024032147056,2
5.7802611336423215,2
5.792462813512808,2
5.804629322917586,2
5.816760908657139,2
5.8288578119440135,2
5.840920272128111,2
5.85294852390272,2
6.965748287582224,2
6.979890988053208,2
7.048989244581586,2
7.06304344705624,2
7.077053980746692,2
7.146021226265853,2
7.159945551150864,2
7.173827322976118,2
7.187666900300807,2
7.201464636096185,2
7.268026677736467,2
7.279557760649746,2
7.291058073596483,2
7.30252780563516,2
7.3139671430302915,2
0.1000728384154291,3
0.2081928663930287,3
0.3232443661762277,3
0.4382958659594268,3
0.5538473657426259,3
0.669398865525825,3
0.7814846294062243,3
0.8970361291894233,3
1.0125876289726223,3
1.0731391287558214,3
1.1886906285390204,3
1.2961949387600489,3
1.411746438543248,3
1.527297938326447,3
2.686621630648224,3
4.136609161356537,3
4.200302349487393,3
4.263995537618248,3
4.327688725749104,3
4.391381913879959,3
4.455075102010815,3
4.51876829014167,3
4.582461478272526,3
4.6461546664033815,3
4.764847854236214,3
4.828541042367069,3
