Time,run_id
0.1000728384154291,1
0.1966799409280585,1
0.2942489029039251,1
0.3924717231731255,1
0.4903914203332438,1
0.5880253254241623,1
0.6862481456933627,1
0.7851386229256857,1
0.883684135800574,1
0.9819069560697744,1
1.709590202205486,1
1.7444597203365038,1
1.7796865347853372,1
1.8152981530955503,1
1.8513266798189352,1
1.8878100644877625,1
1.9797938671043585,1
2.017333799981184,1
2.055499548100538,1
2.094380801551647,1
2.134097324692316,1
2.174817198895521,1
2.21679364704401,1
2.3154524546197126,1
2.36166539230258,1
2.468371393167085,1
2.575077394031591,1
2.681783394896097,1
2.733489392333336,1
2.7851953897705743,1
2.836901387207813,1
2.888607384645052,1
2.9403133820822904,1
2.992019379519529,1
3.043725376956768,1
3.0954313743940065,1
3.147137371831245,1
3.198843369268484,1
3.2505493667057226,1
3.3022553641429613,1
3.3539613615802,1
3.4056673590174387,1
3.5123733598819444,1
3.564079357319183,1
3.615785354756422,1
3.722491355620928,1
3.7741973530581663,1
3.825903350495405,1
3.877609347932644,1
3.9293153453698815,1
3.981021342807121,1
4.03272734024436,1
4.084433337681599,1
4.136139335118838,1
4.187845332556076,1
4.239551329993315,1
4.291257327430554,1
4.342963324867792,1
4.394669322305031,1
4.44637531974227,1
4.498081317179508,1
4.549787314616747,1
4.601493312053986,1
4.6531993094912245,1
4.704905306928463,1
4.756611304365702,1
4.808317301802941,1
4.860023299240179,1
4.911729296677418,1
4.963435294114657,1
5.015141291551895,1
5.066847288989134,1
5.118553286426373,1
5.170259283863611,1
5.22196528130085,1
5.273671278738089,1
5.380377279602595,1
5.432083277039833,1
5.483789274477072,1
5.535495271914311,1
5.587201269351549,1
5.693907270216055,1
5.745613267653294,1
5.8523192685178,1
5.904025265955038,1
5.955731263392277,1
6.007437260829516,1
6.114143261694021,1
6.16584925913126,1
6.217555256568499,1
6.2692612540057375,1
7.985580580431257,1
9.134840487573747,1
10.979861640413446,1
12.826881645116645,1
14.269022787210028,1
14.321314449151435,1
14.37259597795348,1
14.419235566778111,1
14.465274434043534,1
0.1000728384154291,2
0.1966799409280585,2
0.291759717900147,2
0.3854010845099767,2
0.4774267333632352,2
0.5660407799368742,2
0.6538840713983419,2
0.6860597017293814,2
0.7586670252567175,2
0.7750893789416197,2
0.8419585782175901,2
0.851560318384135,2
0.9171162857746724,2
0.9245363753361644,2
0.928151557694936,2
0.927105063579792,2
0.9662867430670204,2
-0.0644877310769614,2
0.1000728384154291,3
0.2081928663930287,3
0.3064530753610244,3
0.401702407317249,3
0.4950857180440239,3
0.5876132649182959,3
0.6798968609717208,3
0.7724873017570271,3
0.8601381980083795,3
0.8867719672821375,3
0.9137708615712734,3
0.941163660605988,3
0.968984070812902,3
0.9972721111230464,3
1.0189834978632542,3
1.7380293753199192,3
1.7660440407894464,3
2.490443070998034,3
2.576431667079768,3
2.662550141682467,3
2.749800545742354,3
2.7835226856373163,3
2.818325942029796,3
2.909510468711696,3
3.002609958519778,3
3.043852483501277,3
